date,IC4WSA
2004-04-10,344000.0
2004-04-17,348500.0
2004-04-24,348250.0
2004-05-01,345500.0
2004-05-08,339000.0
2004-05-15,335250.0
2004-05-22,336000.0
2004-05-29,339250.0
2004-06-05,345750.0
2004-06-12,343250.0
2004-06-19,346250.0
2004-06-26,349000.0
2004-07-03,341750.0
2004-07-10,343250.0
2004-07-17,343500.0
2004-07-24,343500.0
2004-07-31,347250.0
2004-08-07,345000.0
2004-08-14,339250.0
2004-08-21,338000.0
2004-08-28,340750.0
2004-09-04,338250.0
2004-09-11,338000.0
2004-09-18,337500.0
2004-09-25,337250.0
2004-10-02,339500.0
2004-10-09,341250.0
2004-10-16,337750.0
2004-10-23,334500.0
2004-10-30,333750.0
2004-11-06,331750.0
2004-11-13,334250.0
2004-11-20,328000.0
2004-11-27,328750.0
2004-12-04,332000.0
2004-12-11,326750.0
2004-12-18,329000.0
2004-12-25,325250.0
2005-01-01,328500.0
2005-01-08,341750.0
2005-01-15,344250.0
2005-01-22,346500.0
2005-01-29,340250.0
2005-02-05,324750.0
2005-02-12,318750.0
2005-02-19,316000.0
2005-02-26,311750.0
2005-03-05,318250.0
2005-03-12,322250.0
2005-03-19,325000.0
2005-03-26,332000.0
2005-04-02,332500.0
2005-04-09,332250.0
2005-04-16,326750.0
2005-04-23,320500.0
2005-04-30,320250.0
2005-05-07,321250.0
2005-05-14,324750.0
2005-05-21,325500.0
2005-05-28,327000.0
2005-06-04,329750.0
2005-06-11,332750.0
2005-06-18,333000.0
2005-06-25,325750.0
2005-07-02,323000.0
2005-07-09,324250.0
2005-07-16,324750.0
2005-07-23,326500.0
2005-07-30,323750.0
2005-08-06,317000.0
2005-08-13,316000.0
2005-08-20,315250.0
2005-08-27,315750.0
2005-09-03,319500.0
2005-09-10,345250.0
2005-09-17,372500.0
2005-09-24,382750.0
2005-10-01,397250.0
2005-10-08,387500.0
2005-10-15,368500.0
2005-10-22,359750.0
2005-10-29,344250.0
2005-11-05,329750.0
2005-11-12,320000.0
2005-11-19,320000.0
2005-11-26,317250.0
2005-12-03,316250.0
2005-12-10,320750.0
2005-12-17,317750.0
2005-12-24,320000.0
2005-12-31,315250.0
2006-01-07,315000.0
2006-01-14,308250.0
2006-01-21,300750.0
2006-01-28,295750.0
2006-02-04,286500.0
2006-02-11,289750.0
2006-02-18,288000.0
2006-02-25,290750.0
2006-03-04,294000.0
2006-03-11,296250.0
2006-03-18,301250.0
2006-03-25,301750.0
2006-04-01,299000.0
2006-04-08,297000.0
2006-04-15,296000.0
2006-04-22,299250.0
2006-04-29,306750.0
2006-05-06,318750.0
2006-05-13,327750.0
2006-05-20,330500.0
2006-05-27,332750.0
2006-06-03,322750.0
2006-06-10,313500.0
2006-06-17,310750.0
2006-06-24,305500.0
2006-07-01,307750.0
2006-07-08,319000.0
2006-07-15,321500.0
2006-07-22,320750.0
2006-07-29,319500.0
2006-08-05,313250.0
2006-08-12,311250.0
2006-08-19,313500.0
2006-08-26,314250.0
2006-09-02,313500.0
2006-09-09,314500.0
2006-09-16,316750.0
2006-09-23,318000.0
2006-09-30,316500.0
2006-10-07,317000.0
2006-10-14,312250.0
2006-10-21,310750.0
2006-10-28,315500.0
2006-11-04,316250.0
2006-11-11,317750.0
2006-11-18,321000.0
2006-11-25,326250.0
2006-12-02,328250.0
2006-12-09,328250.0
2006-12-16,326250.0
2006-12-23,319750.0
2006-12-30,323250.0
2007-01-06,328000.0
2007-01-13,322500.0
2007-01-20,325500.0
2007-01-27,317250.0
2007-02-03,312250.0
2007-02-10,322750.0
2007-02-17,319250.0
2007-02-24,322750.0
2007-03-03,325250.0
2007-03-10,317750.0
2007-03-17,314750.0
2007-03-24,310000.0
2007-03-31,306750.0
2007-04-07,312750.0
2007-04-14,317250.0
2007-04-21,321750.0
2007-04-28,320250.0
2007-05-05,312250.0
2007-05-12,304750.0
2007-05-19,302000.0
2007-05-26,304250.0
2007-06-02,307500.0
2007-06-09,311500.0
2007-06-16,314000.0
2007-06-23,314750.0
2007-06-30,315750.0
2007-07-07,317750.0
2007-07-14,317000.0
2007-07-21,316250.0
2007-07-28,313250.0
2007-08-04,311500.0
2007-08-11,311250.0
2007-08-18,314000.0
2007-08-25,320000.0
2007-09-01,320000.0
2007-09-08,321250.0
2007-09-15,319250.0
2007-09-22,312500.0
2007-09-29,313250.0
2007-10-06,312000.0
2007-10-13,317500.0
2007-10-20,325500.0
2007-10-27,328250.0
2007-11-03,331000.0
2007-11-10,330500.0
2007-11-17,330000.0
2007-11-24,336000.0
2007-12-01,340250.0
2007-12-08,340000.0
2007-12-15,344500.0
2007-12-22,345250.0
2007-12-29,349250.0
2008-01-05,352750.0
2008-01-12,345750.0
2008-01-19,337250.0
2008-01-26,338750.0
2008-02-02,339750.0
2008-02-09,345250.0
2008-02-16,349750.0
2008-02-23,346750.0
2008-03-01,345500.0
2008-03-08,346500.0
2008-03-15,354000.0
2008-03-22,357500.0
2008-03-29,368000.0
2008-04-05,369500.0
2008-04-12,368500.0
2008-04-19,363750.0
2008-04-26,359500.0
2008-05-03,363500.0
2008-05-10,363750.0
2008-05-17,368250.0
2008-05-24,368000.0
2008-05-31,366000.0
2008-06-07,370000.0
2008-06-14,372750.0
2008-06-21,375750.0
2008-06-28,383250.0
2008-07-05,380500.0
2008-07-12,382250.0
2008-07-19,387500.0
2008-07-26,398000.0
2008-08-02,417250.0
2008-08-09,428500.0
2008-08-16,434000.0
2008-08-23,430750.0
2008-08-30,429250.0
2008-09-06,432000.0
2008-09-13,438250.0
2008-09-20,453750.0
2008-09-27,464000.0
2008-10-04,474250.0
2008-10-11,477250.0
2008-10-18,476000.0
2008-10-25,475250.0
2008-11-01,477250.0
2008-11-08,490000.0
2008-11-15,504500.0
2008-11-22,517500.0
2008-11-29,527250.0
2008-12-06,541750.0
2008-12-13,549250.0
2008-12-20,563000.0
2008-12-27,564000.0
2009-01-03,547250.0
2009-01-10,543500.0
2009-01-17,544500.0
2009-01-24,557750.0
2009-01-31,589250.0
2009-02-07,610750.0
2009-02-14,621000.0
2009-02-21,638250.0
2009-02-28,644000.0
2009-03-07,649750.0
2009-03-14,654500.0
2009-03-21,656000.0
2009-03-28,659250.0
2009-04-04,657500.0
2009-04-11,644500.0
2009-04-18,639000.0
2009-04-25,627750.0
2009-05-02,615000.0
2009-05-09,621500.0
2009-05-16,616750.0
2009-05-23,613250.0
2009-05-30,614500.0
2009-06-06,607250.0
2009-06-13,601000.0
2009-06-20,601500.0
2009-06-27,598250.0
2009-07-04,592500.0
2009-07-11,580250.0
2009-07-18,568250.0
2009-07-25,566500.0
2009-08-01,562000.0
2009-08-08,564250.0
2009-08-15,564750.0
2009-08-22,558000.0
2009-08-29,560250.0
2009-09-05,561000.0
2009-09-12,556000.0
2009-09-19,550000.0
2009-09-26,547500.0
2009-10-03,541250.0
2009-10-10,533500.0
2009-10-17,532250.0
2009-10-24,526250.0
2009-10-31,523500.0
2009-11-07,523750.0
2009-11-14,517750.0
2009-11-21,505750.0
2009-11-28,494000.0
2009-12-05,490250.0
2009-12-12,488000.0
2009-12-19,487250.0
2009-12-26,485500.0
2010-01-02,475250.0
2010-01-09,468000.0
2010-01-16,475000.0
2010-01-23,475750.0
2010-01-30,485750.0
2010-02-06,485000.0
2010-02-13,480500.0
2010-02-20,487750.0
2010-02-27,485750.0
2010-03-06,487250.0
2010-03-13,484500.0
2010-03-20,477500.0
2010-03-27,470250.0
2010-04-03,472000.0
2010-04-10,472250.0
2010-04-17,471500.0
2010-04-24,469000.0
2010-05-01,462000.0
2010-05-08,455000.0
2010-05-15,456250.0
2010-05-22,459750.0
2010-05-29,461500.0
2010-06-05,463500.0
2010-06-12,461750.0
2010-06-19,459000.0
2010-06-26,460500.0
2010-07-03,459250.0
2010-07-10,452250.0
2010-07-17,454750.0
2010-07-24,455000.0
2010-07-31,460500.0
2010-08-07,471500.0
2010-08-14,477500.0
2010-08-21,477250.0
2010-08-28,475000.0
2010-09-04,467250.0
2010-09-11,456750.0
2010-09-18,455500.0
2010-09-25,453500.0
2010-10-02,452000.0
2010-10-09,455750.0
2010-10-16,452000.0
2010-10-23,445250.0
2010-10-30,447000.0
2010-11-06,440750.0
2010-11-13,437750.0
2010-11-20,431500.0
2010-11-27,426250.0
2010-12-04,424750.0
2010-12-11,423000.0
2010-12-18,427250.0
2010-12-25,420250.0
2011-01-01,416500.0
2011-01-08,418750.0
2011-01-15,418000.0
2011-01-22,428500.0
2011-01-29,430250.0
2011-02-05,422250.0
2011-02-12,423250.0
2011-02-19,410250.0
2011-02-26,401500.0
2011-03-05,404500.0
2011-03-12,399250.0
2011-03-19,402500.0
2011-03-26,406000.0
2011-04-02,401250.0
2011-04-09,404250.0
2011-04-16,403000.0
2011-04-23,408750.0
2011-04-30,427000.0
2011-05-07,431750.0
2011-05-14,434750.0
2011-05-21,435000.0
2011-05-28,422500.0
2011-06-04,419500.0
2011-06-11,419250.0
2011-06-18,417500.0
2011-06-25,418250.0
2011-07-02,417000.0
2011-07-09,415750.0
2011-07-16,416750.0
2011-07-23,414250.0
2011-07-30,411250.0
2011-08-06,410500.0
2011-08-13,407750.0
2011-08-20,408750.0
2011-08-27,409500.0
2011-09-03,411750.0
2011-09-10,416750.0
2011-09-17,418500.0
2011-09-24,417750.0
2011-10-01,415500.0
2011-10-08,410750.0
2011-10-15,404000.0
2011-10-22,403250.0
2011-10-29,401750.0
2011-11-05,397250.0
2011-11-12,394250.0
2011-11-19,389750.0
2011-11-26,389250.0
2011-12-03,388000.0
2011-12-10,384250.0
2011-12-17,380000.0
2011-12-24,377250.0
2011-12-31,374500.0
2012-01-07,398750.0
2012-01-14,384500.0
2012-01-21,378750.0
2012-01-28,377750.0
2012-02-04,372000.0
2012-02-11,370500.0
2012-02-18,365000.0
2012-02-25,363250.0
2012-03-03,365000.0
2012-03-10,367000.0
2012-03-17,369250.0
2012-03-24,368750.0
2012-03-31,364500.0
2012-04-07,369000.0
2012-04-14,372250.0
2012-04-21,378250.0
2012-04-28,381750.0
2012-05-05,378250.0
2012-05-12,375250.0
2012-05-19,371250.0
2012-05-26,373500.0
2012-06-02,374500.0
2012-06-09,378000.0
2012-06-16,381250.0
2012-06-23,381000.0
2012-06-30,379750.0
2012-07-07,374000.0
2012-07-14,375500.0
2012-07-21,372500.0
2012-07-28,372500.0
2012-08-04,375250.0
2012-08-11,370000.0
2012-08-18,372000.0
2012-08-25,373250.0
2012-09-01,373250.0
2012-09-08,379250.0
2012-09-15,383250.0
2012-09-22,383250.0
2012-09-29,384500.0
2012-10-06,373750.0
2012-10-13,372250.0
2012-10-20,371500.0
2012-10-27,368500.0
2012-11-03,372250.0
2012-11-10,387250.0
2012-11-17,395250.0
2012-11-24,401250.0
2012-12-01,403750.0
2012-12-08,377250.0
2012-12-15,364750.0
2012-12-22,358250.0
2012-12-29,355000.0
2013-01-05,369750.0
2013-01-12,363750.0
2013-01-19,352000.0
2013-01-26,353000.0
2013-02-02,352500.0
2013-02-09,353250.0
2013-02-16,359000.0
2013-02-23,353000.0
2013-03-02,347750.0
2013-03-09,346750.0
2013-03-16,342000.0
2013-03-23,346000.0
2013-03-30,354750.0
2013-04-06,358750.0
2013-04-13,362000.0
2013-04-20,358250.0
2013-04-27,347250.0
2013-05-04,341250.0
2013-05-11,342250.0
2013-05-18,342250.0
2013-05-25,347750.0
2013-06-01,350500.0
2013-06-08,344750.0
2013-06-15,347250.0
2013-06-22,345750.0
2013-06-29,344250.0
2013-07-06,347750.0
2013-07-13,345500.0
2013-07-20,347500.0
2013-07-27,346000.0
2013-08-03,343000.0
2013-08-10,338750.0
2013-08-17,335000.0
2013-08-24,335500.0
2013-08-31,332000.0
2013-09-07,325250.0
2013-09-14,321000.0
2013-09-21,315500.0
2013-09-28,314000.0
2013-10-05,331000.0
2013-10-12,342250.0
2013-10-19,351500.0
2013-10-26,358500.0
2013-11-02,352000.0
2013-11-09,345000.0
2013-11-16,340000.0
2013-11-23,332250.0
2013-11-30,324750.0
2013-12-07,328250.0
2013-12-14,336500.0
2013-12-21,341000.0
2013-12-28,346000.0
2014-01-04,338000.0
2014-01-11,326500.0
2014-01-18,324750.0
2014-01-25,326750.0
2014-02-01,329000.0
2014-02-08,333750.0
2014-02-15,335000.0
2014-02-22,335250.0
2014-03-01,332250.0
2014-03-08,328500.0
2014-03-15,325750.0
2014-03-22,318750.0
2014-03-29,321500.0
2014-04-05,318750.0
2014-04-12,315500.0
2014-04-19,319000.0
2014-04-26,322750.0
2014-05-03,326250.0
2014-05-10,325000.0
2014-05-17,324250.0
2014-05-24,314250.0
2014-05-31,311000.0
2014-06-07,314500.0
2014-06-14,312000.0
2014-06-21,314500.0
2014-06-28,313500.0
2014-07-05,309750.0
2014-07-12,308250.0
2014-07-19,303000.0
2014-07-26,301750.0
2014-08-02,300000.0
2014-08-09,300250.0
2014-08-16,302500.0
2014-08-23,301750.0
2014-08-30,303750.0
2014-09-06,303250.0
2014-09-13,299500.0
2014-09-20,298250.0
2014-09-27,295000.0
2014-10-04,291500.0
2014-10-11,289750.0
2014-10-18,288500.0
2014-10-25,288750.0
2014-11-01,285500.0
2014-11-08,288000.0
2014-11-15,288750.0
2014-11-22,291750.0
2014-11-29,294500.0
2014-12-06,294500.0
2014-12-13,292750.0
2014-12-20,286000.0
2014-12-27,284500.0
2015-01-03,285250.0
2015-01-10,289750.0
2015-01-17,295250.0
2015-01-24,289250.0
2015-01-31,286000.0
2015-02-07,284500.0
2015-02-14,281250.0
2015-02-21,292250.0
2015-02-28,301250.0
2015-03-07,300000.0
2015-03-14,301250.0
2015-03-21,296000.0
2015-03-28,284000.0
2015-04-04,281250.0
2015-04-11,283250.0
2015-04-18,286000.0
2015-04-25,286000.0
2015-05-02,282250.0
2015-05-09,275500.0
2015-05-16,270750.0
2015-05-23,273750.0
2015-05-30,275750.0
2015-06-06,277500.0
2015-06-13,275750.0
2015-06-20,273750.0
2015-06-27,273750.0
2015-07-04,277250.0
2015-07-11,281250.0
2015-07-18,279250.0
2015-07-25,277750.0
2015-08-01,272250.0
2015-08-08,269500.0
2015-08-15,273000.0
2015-08-22,274250.0
2015-08-29,276500.0
2015-09-05,276250.0
2015-09-12,272500.0
2015-09-19,271250.0
2015-09-26,269500.0
2015-10-03,268000.0
2015-10-10,268250.0
2015-10-17,267000.0
2015-10-24,265000.0
2015-10-31,267000.0
2015-11-07,269750.0
2015-11-14,271750.0
2015-11-21,271000.0
2015-11-28,268500.0
2015-12-05,269500.0
2015-12-12,268500.0
2015-12-19,268250.0
2015-12-26,271000.0
2016-01-02,269250.0
2016-01-09,273250.0
2016-01-16,280750.0
2016-01-23,279000.0
2016-01-30,281250.0
2016-02-06,276750.0
2016-02-13,269750.0
2016-02-20,270000.0
2016-02-27,266750.0
2016-03-05,264000.0
2016-03-12,264250.0
2016-03-19,262750.0
2016-03-26,263250.0
2016-04-02,267750.0
2016-04-09,267750.0
2016-04-16,266000.0
2016-04-23,263000.0
2016-04-30,264250.0
2016-05-07,270750.0
2016-05-14,276250.0
2016-05-21,278250.0
2016-05-28,274500.0
2016-06-04,268500.0
2016-06-11,267000.0
2016-06-18,265500.0
2016-06-25,265250.0
2016-07-02,262750.0
2016-07-09,257500.0
2016-07-16,257250.0
2016-07-23,257750.0
2016-07-30,260500.0
2016-08-06,263750.0
2016-08-13,264750.0
2016-08-20,264750.0
2016-08-27,263500.0
2016-09-03,261500.0
2016-09-10,258500.0
2016-09-17,255000.0
2016-09-24,251500.0
2016-10-01,248500.0
2016-10-08,248000.0
2016-10-15,251250.0
2016-10-22,253500.0
2016-10-29,258500.0
2016-11-05,258500.0
2016-11-12,250750.0
2016-11-19,248250.0
2016-11-26,245750.0
2016-12-03,245250.0
2016-12-10,250250.0
2016-12-17,253750.0
2016-12-24,254250.0
2016-12-31,253250.0
2017-01-07,251500.0
2017-01-14,246500.0
2017-01-21,244750.0
2017-01-28,244000.0
2017-02-04,240250.0
2017-02-11,238500.0
2017-02-18,235250.0
2017-02-25,230250.0
2017-03-04,231750.0
2017-03-11,230500.0
2017-03-18,230000.0
2017-03-25,233750.0
2017-04-01,228750.0
2017-04-08,227250.0
2017-04-15,226250.0
2017-04-22,226750.0
2017-04-29,230750.0
2017-05-06,233500.0
2017-05-13,234250.0
2017-05-20,233750.0
2017-05-27,239000.0
2017-06-03,243500.0
2017-06-10,246250.0
2017-06-17,249500.0
2017-06-24,248000.0
2017-07-01,249250.0
2017-07-08,252750.0
2017-07-15,251750.0
2017-07-22,252250.0
2017-07-29,249500.0
2017-08-05,248250.0
2017-08-12,248250.0
2017-08-19,247250.0
2017-08-26,247750.0
2017-09-02,258500.0
2017-09-09,267250.0
2017-09-16,271250.0
2017-09-23,275500.0
2017-09-30,266250.0
2017-10-07,259250.0
2017-10-14,252750.0
2017-10-21,247000.0
2017-10-28,242250.0
2017-11-04,241250.0
2017-11-11,246000.0
2017-11-18,247250.0
2017-11-25,247750.0
2017-12-02,246000.0
2017-12-09,239750.0
2017-12-16,239250.0
2017-12-23,241250.0
2017-12-30,243000.0
2018-01-06,248750.0
2018-01-13,245250.0
2018-01-20,240250.0
2018-01-27,235250.0
2018-02-03,228250.0
2018-02-10,227000.0
2018-02-17,224000.0
2018-02-24,221000.0
2018-03-03,222000.0
2018-03-10,221500.0
2018-03-17,223000.0
2018-03-24,224250.0
2018-03-31,225250.0
2018-04-07,228000.0
2018-04-14,230750.0
2018-04-21,227250.0
2018-04-28,221500.0
2018-05-05,215750.0
2018-05-12,212250.0
2018-05-19,218000.0
2018-05-26,221250.0
2018-06-02,224250.0
2018-06-09,224250.0
2018-06-16,221250.0
2018-06-23,221250.0
2018-06-30,222500.0
2018-07-07,221000.0
2018-07-14,217750.0
2018-07-21,214750.0
2018-07-28,209500.0
2018-08-04,208000.0
2018-08-11,208250.0
2018-08-18,207500.0
2018-08-25,208500.0
2018-09-01,206250.0
2018-09-08,205750.0
2018-09-15,205500.0
2018-09-22,204000.0
2018-09-29,206250.0
2018-10-06,208000.0
2018-10-13,208500.0
2018-10-20,211500.0
2018-10-27,213000.0
2018-11-03,214750.0
2018-11-10,218000.0
2018-11-17,220000.0
2018-11-24,225250.0
2018-12-01,228750.0
2018-12-08,225500.0
2018-12-15,223500.0
2018-12-22,221250.0
2018-12-29,222750.0
2019-01-05,227000.0
2019-01-12,227250.0
2019-01-19,223750.0
2019-01-26,222750.0
2019-02-02,224500.0
2019-02-09,226500.0
2019-02-16,225750.0
2019-02-23,222500.0
2019-03-02,218500.0
2019-03-09,216500.0
2019-03-16,216750.0
2019-03-23,214000.0
2019-03-30,210750.0
2019-04-06,205250.0
2019-04-13,201500.0
2019-04-20,204500.0
2019-04-27,209750.0
2019-05-04,217000.0
2019-05-11,220750.0
2019-05-18,219000.0
2019-05-25,218500.0
2019-06-01,218000.0
2019-06-08,221500.0
2019-06-15,222000.0
2019-06-22,225000.0
2019-06-29,225750.0
2019-07-06,223000.0
2019-07-13,221500.0
2019-07-20,213500.0
2019-07-27,208500.0
2019-08-03,206750.0
2019-08-10,207000.0
2019-08-17,208250.0
2019-08-24,210000.0
2019-08-31,211750.0
2019-09-07,210500.0
2019-09-14,210000.0
2019-09-21,209500.0
2019-09-28,209500.0
2019-10-05,210000.0
2019-10-12,212500.0
2019-10-19,212250.0
2019-10-26,212250.0
2019-11-02,213500.0
2019-11-09,216500.0
2019-11-16,221250.0
2019-11-23,222750.0
2019-11-30,227000.0
2019-12-07,232000.0
2019-12-14,233750.0
2019-12-21,236000.0
2019-12-28,236000.0
2020-01-04,226750.0
2020-01-11,224250.0
2020-01-18,222500.0
2020-01-25,215500.0
2020-02-01,211250.0
2020-02-08,210000.0
2020-02-15,207000.0
2020-02-22,209000.0
2020-02-29,211000.0
2020-03-07,212500.0
2020-03-14,228500.0
2020-03-21,902500.0
2020-03-28,2335250.0
2020-04-04,3817500.0
2020-04-11,4966500.0
2020-04-18,5288250.0
2020-04-25,4663250.0
2020-05-02,3828000.0
2020-05-09,3194500.0
2020-05-16,2688250.0
2020-05-23,2307000.0
2020-05-30,2017750.0
2020-06-06,1827750.0
2020-06-13,1652000.0
2020-06-20,1538500.0
2020-06-27,1490250.0
2020-07-04,1449750.0
2020-07-11,1448500.0
2020-07-18,1430000.0
2020-07-25,1383500.0
2020-08-01,1291250.0
2020-08-08,1145250.0
2020-08-15,1028750.0
2020-08-22,932750.0
2020-08-29,892000.0
2020-09-05,894000.0
2020-09-12,877500.0
2020-09-19,873250.0
2020-09-26,851750.0
2020-10-03,825000.0
2020-10-10,819500.0
2020-10-17,805750.0
2020-10-24,801000.0
2020-10-31,798000.0
2020-11-07,772500.0
2020-11-14,756000.0
2020-11-21,760250.0
2020-11-28,751250.0
2020-12-05,785250.0
2020-12-12,822250.0
2020-12-19,827750.0
2020-12-26,836750.0
2021-01-02,819250.0
2021-01-09,820250.0
2021-01-16,827500.0
2021-01-23,834000.0
2021-01-30,834000.0
2021-02-06,814500.0
2021-02-13,804000.0
2021-02-20,779750.0
2021-02-27,755000.0
2021-03-06,725250.0
2021-03-13,699500.0
2021-03-20,680750.0
2021-03-27,669250.0
2021-04-03,657250.0
2021-04-10,625250.0
2021-04-17,610000.0
2021-04-24,589000.0
2021-05-01,557000.0
2021-05-08,537750.0
2021-05-15,513000.0
2021-05-22,479750.0
2021-05-29,457250.0
2021-06-05,438750.0
2021-06-12,429000.0
2021-06-19,424250.0
2021-06-26,409500.0
2021-07-03,397250.0
2021-07-10,373500.0
2021-07-17,364750.0
2021-07-24,367750.0
2021-07-31,369750.0
2021-08-07,376750.0
2021-08-14,371750.0
2021-08-21,366250.0
2021-08-28,359750.0
2021-09-04,353250.0
2021-09-11,347000.0
2021-09-18,349250.0
2021-09-25,354750.0
2021-10-02,349000.0
2021-10-09,336250.0
2021-10-16,316750.0
2021-10-23,290250.0
2021-10-30,277500.0
2021-11-06,267500.0
2021-11-13,257750.0
2021-11-20,246500.0
2021-11-27,236500.0
2021-12-04,225250.0
2021-12-11,219500.0
2021-12-18,217250.0
2021-12-25,216250.0
2022-01-01,222000.0
2022-01-08,227750.0
2022-01-15,235500.0
2022-01-22,241250.0
2022-01-29,241750.0
2022-02-05,231750.0
2022-02-12,228750.0
2022-02-19,224750.0
2022-02-26,219000.0
2022-03-05,222000.0
2022-03-12,217750.0
2022-03-19,213500.0
2022-03-26,215000.0
2022-04-02,213000.0
2022-04-09,212250.0
2022-04-16,213000.0
2022-04-23,211750.0
2022-04-30,212750.0
2022-05-07,210250.0
2022-05-14,214000.0
2022-05-21,214500.0
2022-05-28,209750.0
2022-06-04,212000.0
2022-06-11,208500.0
2022-06-18,209250.0
2022-06-25,212500.0
2022-07-02,212750.0
2022-07-09,213000.0
2022-07-16,213500.0
2022-07-23,215750.0
2022-07-30,219250.0
2022-08-06,221500.0
2022-08-13,222500.0
2022-08-20,221000.0
2022-08-27,216500.0
2022-09-03,212000.0
2022-09-10,205750.0
2022-09-17,202500.0
2022-09-24,197500.0
2022-10-01,197500.0
2022-10-08,200500.0
2022-10-15,199750.0
2022-10-22,202750.0
2022-10-29,202500.0
2022-11-05,201750.0
2022-11-12,204500.0
2022-11-19,209000.0
2022-11-26,210750.0
2022-12-03,212000.0
2022-12-10,211750.0
2022-12-17,210000.0
2022-12-24,209000.0
2022-12-31,208000.0
2023-01-07,208250.0
2023-01-14,206000.0
2023-01-21,205750.0
2023-01-28,204500.0
2023-02-04,205750.0
2023-02-11,209750.0
2023-02-18,213000.0
2023-02-25,214750.0
2023-03-04,218500.0
2023-03-11,219000.0
2023-03-18,222250.0
2023-03-25,229000.0
2023-04-01,225750.0
2023-04-08,225250.0
2023-04-15,223500.0
2023-04-22,217250.0
2023-04-29,216250.0
2023-05-06,217000.0
2023-05-13,217500.0
2023-05-20,222000.0
2023-05-27,226000.0
2023-06-03,233250.0
2023-06-10,241000.0
2023-06-17,249000.0
2023-06-24,250750.0
2023-07-01,249750.0
2023-07-08,243250.0
2023-07-15,235750.0
2023-07-22,234500.0
2023-07-29,232000.0
2023-08-05,239000.0
2023-08-12,243750.0
2023-08-19,246000.0
2023-08-26,245000.0
2023-09-02,236750.0
2023-09-09,231000.0
2023-09-16,223750.0
2023-09-23,219250.0
2023-09-30,217000.0
2023-10-07,213250.0
2023-10-14,210500.0
2023-10-21,210000.0
2023-10-28,210250.0
2023-11-04,211750.0
2023-11-11,219250.0
2023-11-18,219000.0
2023-11-25,218000.0
2023-12-02,217750.0
2023-12-09,211000.0
2023-12-16,210000.0
2023-12-23,209750.0
2023-12-30,206000.0
2024-01-06,205500.0
2024-01-13,202000.0
2024-01-20,205000.0
2024-01-27,211500.0
2024-02-03,214500.0
2024-02-10,219000.0
2024-02-17,213500.0
2024-02-24,210000.0
2024-03-02,210000.0
2024-03-09,210000.0
2024-03-16,212750.0
2024-03-23,213250.0
2024-03-30,215750.0
2024-04-06,215750.0
2024-04-13,215500.0
2024-04-20,214250.0
2024-04-27,210250.0
2024-05-04,214500.0
2024-05-11,217000.0
2024-05-18,218750.0
2024-05-25,222000.0
2024-06-01,221250.0
2024-06-08,225750.0
2024-06-15,230750.0
2024-06-22,234000.0
2024-06-29,236750.0
2024-07-06,232500.0
2024-07-13,233750.0
2024-07-20,234750.0
2024-07-27,237250.0
2024-08-03,240000.0
2024-08-10,236750.0
2024-08-17,235500.0
2024-08-24,231500.0
2024-08-31,229750.0
2024-09-07,229500.0
2024-09-14,227250.0
2024-09-21,224500.0
2024-09-28,224500.0
2024-10-05,232250.0
2024-10-12,236750.0
2024-10-19,238250.0
2024-10-26,236250.0
2024-11-02,227000.0
2024-11-09,221250.0
2024-11-16,218500.0
2024-11-23,218500.0
2024-11-30,218750.0
2024-12-07,223750.0
2024-12-14,225250.0
2024-12-21,225250.0
2024-12-28,222750.0
2025-01-04,214750.0
2025-01-11,214000.0
2025-01-18,215000.0
2025-01-25,215000.0
2025-02-01,218500.0
2025-02-08,217750.0
2025-02-15,217750.0
2025-02-22,225000.0
2025-03-01,226000.0
2025-03-08,227500.0
2025-03-15,228000.0
2025-03-22,223750.0
2025-03-29,222750.0
2025-04-05,223000.0
2025-04-12,221000.0
2025-04-19,221000.0
2025-04-26,225750.0
2025-05-03,227000.0
2025-05-10,229250.0
2025-05-17,229500.0
2025-05-24,228750.0
2025-05-31,232750.0
2025-06-07,237750.0
2025-06-14,242250.0
2025-06-21,242250.0
2025-06-28,239000.0
2025-07-05,234500.0
2025-07-12,229000.0
2025-07-19,224500.0
2025-07-26,221500.0
2025-08-02,221000.0
2025-08-09,221750.0
2025-08-16,225500.0
2025-08-23,228000.0
2025-08-30,230500.0
2025-09-06,239250.0
2025-09-13,239250.0
2025-09-20,236750.0
2025-09-27,234000.0
2025-10-04,227500.0
2025-10-11,224750.0
2025-10-18,227750.0
2025-10-25,226750.0
2025-11-01,225500.0
2025-11-08,227000.0
2025-11-15,224750.0
2025-11-22,224000.0
2025-11-29,221000.0
2025-12-06,222750.0
2025-12-13,223250.0
2025-12-20,222500.0
2025-12-27,219250.0
2026-01-03,212250.0
2026-01-10,206500.0
2026-01-17,205250.0
2026-01-24,207250.0
2026-01-31,213000.0
2026-02-07,220250.0
2026-02-14,219750.0
2026-02-21,219750.0
2026-02-28,215750.0
2026-03-07,211500.0
2026-03-14,210750.0
2026-03-21,210750.0
2026-03-28,208000.0
2026-04-04,209250.0
2026-04-11,210000.0
2026-04-18,211000.0
2026-04-25,207750.0
2026-05-02,203250.0
